establecimiento,filas,dataset
"('COLEGIO PARTICULAR MIXTO PROYECCIÓN', 'chiquimula_diversificado')",[],chiquimula_diversificado
"('COLEGIO ADVENTISTA EL SINAÍ', 'chiquimula_diversificado')",[],chiquimula_diversificado
"('COLEGIO PARTICULAR MIXTO CATÓLICO NUESTRA SEÑORA DE LA ESPERANZA', 'chiquimula_diversificado')",[171],chiquimula_diversificado
"('LICEO IPALTECO EN COMPUTACIÓN', 'chiquimula_diversificado')",[],chiquimula_diversificado
"('INSTITUTO TÉCNICO INDUSTRIAL MIXTO GUASTATOYA', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO DE EDUCACION MEDIA POR MADUREZ', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ CAMINO DEL SABER', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO DE EDUCACIÓN MEDIA POR MADUREZ', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO DE APLICACIONES INTEGRADAS GUASTATOYA', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR CEEX', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO EVANGELICO TORRE FUERTE', 'progreso_diversificado')",[],progreso_diversificado
"('PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX DEPARTAMENTAL', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO MIXTO INTEGRAL EL PROGRESO', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO EDUCATIVO GUAYACAN', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO CATOLICO PARTICULAR MIXTO PADRE GABRIEL PEÑATE RODRIGUEZ', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA', 'progreso_diversificado')",[121],progreso_diversificado
"('ESCUELA NORMAL DE EDUCACION FISICA', 'progreso_diversificado')",[],progreso_diversificado
"('ESCUELA NORMAL INTERCULTURAL', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA MORAZAN', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO MORAZAN', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO EVANGÉLICO DE CONOCIMIENTOS INTEGRADOS MORAZÁN', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO EDUCATIVO PRIVADO MIXTO ACAZAUAZTLAN', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN COMEBSA', 'progreso_diversificado')",[],progreso_diversificado
"('LICEO SAN JOSE', 'progreso_diversificado')",[],progreso_diversificado
"('ESCUELA TÉCNICA PROFESIONAL MOISÉS LIRA SERAFIN', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO PRIVADO DE EDUCACIÓN DIVERSIFICADA', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO EDUCATIVO PRIVADO MIXTO ACAZAUAZTLÁN', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO EL SHADDAI', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO TECNOLÓGICO JERUSALÉN', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO PRIVADO MIXTO DE EDUCACIÓN BÁSICA PLAN FIN DE SEMANA COMEBSA', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO CENTRO DE FORMACIÓN PROFESIONAL PREUNIVERISTARIA DEL CICLO DIVERSIFICADO', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO PRIVADO MIXTO EL ROSARIO', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA SAN AGUSTIN ACASAGUASTLAN', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER', 'progreso_diversificado')",[],progreso_diversificado
"('ESCUELA TECNICA PROFESIONAL MOISES LIRA SERAFIN', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO CRISTIANO BEREA PASTOR ERWIN ALBERTO REYES ALVARADO', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO MIXTO PRIVADO SAN CRISTOBAL', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO MUNICIPAL DE EL PASO DE LOS JALAPAS', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO NACIONAL TECNOLÓGICO DE EDUCACIÓN DIVERSIFICADA DE EL JÍCARO', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ', 'progreso_diversificado')",[],progreso_diversificado
"('ESCUELA PARTICULAR MIXTA DE CIENCIAS COMERCIALES', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO EDUCATIVO CON ORIENTACION AMBIENTAL PROFESOR JOSE GUILLERMO SANTOS HERRARTE', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO DIVERSIFICADO EL JICARO', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO CRISTIANO NUEVA JERUSALEN', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO EDUCATIVO LICEO SANSARE', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ SANSARE', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA SANSARE', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO TECNOLOGICO SANARATECO', 'progreso_diversificado')",[],progreso_diversificado
"('ESCUELA TECNICA CIENCIA APLICADA ESTECAPC', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO PRIVADO MIXTO CIENCIAS COMERCIALES SANARATE', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO EDUCATIVO ESTUARDO NOVELLA CAMACHO', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO EL ROSARIO', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO PROFESIONAL DE TURISMO GUATEMALAM', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO TECNOLÓGICO SANARATECO', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO PRIVADO MIXTO DE CIENCIAS COMERCIALES SANARATE', 'progreso_diversificado')",[],progreso_diversificado
"('CENTRO DE ESTUDIOS Y APLICACIONES EN COMPUTACIÓN CEAC', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO DE EDUCACIÓN MEDIA POR COOPERATIVA SANARATE', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO SAGRADO CORAZON DE JESUS', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO ZANATL', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO PRIVADO ENRIQUE NOVELLA ALVARADO', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO PRIVADO LICEO GABRIEL', 'progreso_diversificado')",[],progreso_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA JOSÉ INÉS CÁCERES', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO LA PAZ', 'progreso_diversificado')",[],progreso_diversificado
"('COLEGIO PRIVADO LICEO SAN ANTONIO', 'progreso_diversificado')",[],progreso_diversificado
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES ADS. AL INEB SIMON BERGAÑO Y VILLEGAS', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO PEDAGOGICO ESCUINTLECO CIENCIA Y ARTE', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO MIXTO NOCTURNO IZCUINTLAN', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO ESCOLAR NUESTRA SEÑORA DE CONCEPCION', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TÉCNICO EXPERIMENTAL DEL SUR', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO MINERVA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO EVANGELICO TÉCNICO ESCUINTLECO', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO JUVENIL CENTROAMERICANO', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO MIGUEL ANGEL ASTURIAS', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCACIONAL GUATEMALTECO DEL SUR', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO NACIONAL DE PERITO EN MERCADOTECNIA Y PUBLICIDAD', 'escuintla_diversificado')",[],escuintla_diversificado
"('ESCUELA NACIONAL MIXTA NOCTURNA DE CIENCIAS COMERCIALES', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO MAYA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO INTEGRAL DEL SUR DE ESCUINTLA', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO EVANGELICO EL EDEN', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO AGROFORESTAL EL BOSQUE', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TÉCNICO CIENCIAS INDUSTRIALES', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO SANTIAGO DE LOS CABALLEROS DE GUATEMALA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO INTERNACIONAL FLC', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TÉCNICO BANAPORT', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO EDUCATIVO TÉCNICO EVANGELICO', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO DR. JOSÉ SEVERO MARTÍNEZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO FUENTE DE VIDA', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO JUVENIL LA PATRIA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO IZCUINTLAN', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO Y FORMACION HUMANA DE MARÍA', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO EDUCATIVO TÉCNICO EVANGÉLICO', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS INCCAV', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO BILINGÜE JARDÍN AMERICANO', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO PREUNIVERSITARIO CIENCIA Y TECNOLOGÍA', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO CON COMPUTACIÓN EL QUETZAL', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO MIXTO EDUCATIVO DE FORMACIÓN INTEGRAL LIMEFI', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO CARROUSEL', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO ESPAÑOL AMERICANO', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO NACIONAL DE BACHILLERATO POR MADUREZ SALOMÓN ALVAREZ ANDRADE', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO TECNOLÓGICO MODERNO', 'escuintla_diversificado')",[],escuintla_diversificado
"('CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA', 'escuintla_diversificado')",[],escuintla_diversificado
"('CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANONIMA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO HISPANOAMÉRICANO HACIENDA VERDE', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO MIXTO EVANGÉLICO CON COMPUTACIÓN NAZARETH', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PRIVADO CULTURAL INFORMÁTICO Y CIENTÍFICO IPCIC', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO GRATIA', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO EVANGÉLICO EL EDEN', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE EDUCACIÓN BÁSICA PRIVADA SANTA MARÍA DE GUADALUPE', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO Y FORMACIÓN HUMANA DE MARÍA', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO CAMPUS SUR', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO OFICIAL MIXTO DE EDUCACIÓN Y BACHILLERATO POR MADUREZ PALMERAS', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS, INCCAV', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO EL BOSQUE', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ALMA LIBERTAD PÉREZ MARTÍNEZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO ESCOLAR NUESTRA SEÑORA DE CONCEPCIÓN.', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO JAVIER CAST', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO CRISTIANO MONTE MORIAH', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO LICEO NUEVA VISIÓN SAN GABRIEL', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO APRENDER PARA CRECER', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO HISPANOAMERICANO HACIENDA VERDE', 'escuintla_diversificado')",[],escuintla_diversificado
"('PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO BILINGÜE CON COMPUTACIÓN DEL PRADO', 'escuintla_diversificado')",[],escuintla_diversificado
"('CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO S.A.', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX DEPARTAMENTAL', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TECNOLÓGICO MODERNO.', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ALMA LIBERTAD PÉREZ MARTÍNEZ.', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTIRUTO DE ESTUDIOS AVANZADOS EL SABER.', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO EVANGÉLICO EL EDEN.', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO INTEGRAL HISPANOAMERICANO', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO CARROUSEL.', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN.', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLETATO POR MADUREZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ SALOMÓN ALVAREZ ANDRADE', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE SISTEMAS EN INFORMATICA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS INCCAV', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MIXTO PRIVADO DIVERSIFICADO POR MADUREZ SUPERACION INTEGRAL', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TECNOLOGICO PRIVADO DE ESCUINTLA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ SALOMON ALVAREZ ANDRADE', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO MIXTO LA PREPARATORIA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO INTEGRAL LA SUPERACION', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO APLICADO EN COMPUTACIÓN', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO RAFAEL ALVAREZ OVALLE', 'escuintla_diversificado')",[],escuintla_diversificado
"('ESCUELA CIENTIFICA DE INFORMATICA', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO NUESTRA SEÑORA DEL ROSARIO', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE EDUCACION DIVERSIFICADA ADSCRITO AL IEBC', 'escuintla_diversificado')",[],escuintla_diversificado
"('ESCUELA NORMAL DE EDUCACION FISICA', 'escuintla_diversificado')",[],escuintla_diversificado
"('ESCUELA NORMAL INTERCULTURAL', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE COMPUTACIÓN INFORMATICA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE COMPUTACIÓN INFORMATICA ICI', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE ESTUDIOS AVANZADOS EL SABER I.D.E.A.S.', 'escuintla_diversificado')",[],escuintla_diversificado
"('CPMI SANTA FAMILIA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO NUESTRA SEÑORA DE CANDELARIA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE ESTUDIOS AVANZADOS EL SABER I.D.E.A.S', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE ESTUDIOS AVANZADOS EL SABER IDEAS POR MADUREZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('TECNOLOGICO MODERNO', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE BACHILLERATO EN ELECTRICIDAD DE ESCUINTLA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO EVANGELICO DEL NIVEL MEDIO CON ORIENTACION CIENTIFICA NAZARETH', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE ESTUDIOS AVANZADOS EL SABER', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO PARTICULAR MIXTO SANTA FAMILIA', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO CRISTIANO PREUNIVERSITARIO BETEL', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PARTICULAR MIXTO ISTMANIA', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO PRIVADO MIXTO MARIA LUISA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TÉCNICO DE CAPACITACION Y PRODUCTIVIDAD INTECAP', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO MIXTO SAN JOSÉ', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO DE FORMACIÓN CUALIFICADA I.F.C.', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO MIXTO COTZUMALGUAPA', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO MIXTO SAN JOSE', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO INTEGRAL GLOAMIEL', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO DIOCESANO MARÍA AUXILIADORA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TÉCNICO PRIVADO CAMANTULUL', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO COSTASUR', 'escuintla_diversificado')",[],escuintla_diversificado
"('LICEO PREUNIVERSITARIO DEL SUR', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO MADRE TIERRA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO PARTICULAR MIXTO LA ENSEÑANZA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO REAL ESPAÑA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO CRISTIANO EMMANUEL', 'escuintla_diversificado')",[598],escuintla_diversificado
"('INSTITUTO DE FORMACIÓN CUALIFICADA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PARTICULAR MIXTO SAN ANTONIO', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACIÓN MEDIA', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO LUCIANO CAMPO REAL', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO LUCIANO CAMPO REAL.', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO MIXTO BELÉN', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO MIXTO BELÉN.', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO COTZUMALGUAPA POR MADUREZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO PARTICULAR MIXTO SAGRADO CORAZON', 'escuintla_diversificado')",[],escuintla_diversificado
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES ADSCRITA AL INEB MARIA JOSEFA ROSADO LARA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TECNOLOGICO PROESUR', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO TÉCNICO PRIVADO CAMANTULUL.', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO CRISTIANO EMMANUEL.', 'escuintla_diversificado')",[598],escuintla_diversificado
"('LICEO PREUNIVERSITARIO DEL SUR.', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO MIXTO EVANGÉLICO SALEM.', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PRIVADO MIXTO DE COMPUTACIÓN INFORMÁTICA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PRIVADO MIXTO DE COMPUTACIÓN INFORMATICA', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA SAGRADO CORAZON', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO PROFESIONAL FUNDAZUCAR', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO EDUCATIVO INGENIO LA UNION', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO PARROQUIAL MARIA AUXILIADORA', 'escuintla_diversificado')",[],escuintla_diversificado
"('COLEGIO AMERICANO DEL SUR', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ', 'escuintla_diversificado')",[],escuintla_diversificado
"('CENTRO DE EDUCACION PARA ADULTOS', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MUNICIPAL DE BACHILLERATO PARCELAMIENTO EL JABALI', 'escuintla_diversificado')",[],escuintla_diversificado
"('INSTITUTO MUNICIPAL DE BACHILLERATO EN COMPUTACIÓN CON ORIENTACIÓN COMERCIAL COLONIA MAYA', 'escuintla_diversificado')",[],escuintla_diversificado
