establecimiento,filas,dataset
"('CENTRO DE EDUCACION EXTRAESCOLAR CEEX  DEPARTAMENTAL', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO EVANGELICOAMERICA LATINA', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO PEISOL, DE LA FUERZA AEREA GUATEMALTECA', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO DE BACHILLERATO EN COMPUTACION IBC', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO TECNICO VOCACIONAL DR. IMRICH FISCHMANN', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA NORMAL CENTRAL PARA VARONES', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO EVANGELICO AMERICA LATINA', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO EVANGELICO AMERICA LATINA CURSOS DE EXTENSION', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO GUATEMALA DE LA ASUNCION', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO DE BACHILLERATO POR MADUREZ ADSC. A ESCUELA TECNICA DE AVIACION', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA EVANGELICO AMERICA LATINA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO ROSEMONT', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO KARL FRIEDRICH GAUSS', 'capital_diversificado')",[],capital_diversificado
"('ACADEMIA DE ESTUDIOS AVANZADOS F15', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA DE COMUNICACIONES Y ELECTRONICA DEL EJERCITO DE GUATEMALA', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA DE COMUNICACIONES Y ELECTRONICA', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO EVANGELICO AMERICA LATINA CURSOS DE EXTENSION POR MADUREZ', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MARKAM', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES PRIMERO DE JULIO DE 1823', 'capital_diversificado')",[],capital_diversificado
"('CENTRO DE EDUCACION CREATIVA TOSCANA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO HEBRON', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO SAN JUDAS TADEO', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA EXPERIMENTAL CON ORIENTACION OCUPACIONAL VILLA DE LOS NINOS', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO DE TURISMO Y AVIACION I.T.A.', 'capital_diversificado')",[],capital_diversificado
"('CENTRO DE EDUCACION PERSONALIZADA CEP', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO MIXTO NOCTURNO FLAVIO HERRERA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO VILLA REAL DE OAKLAND', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO HAN AL AMERICANO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO LA VILLA DEL SABER', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO DE ANACAFE, FUNCAFE', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO CRISTIANO BILINGUE EL SHADDAI', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO CRISTIANO', 'capital_diversificado')",[],capital_diversificado
"('LICEO CRISTIANO LA SABIDURIA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO SAN INIGO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO HERALDO DEL EVANGELIO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO PROGRAMA EDUCATIVO SANTANDER', 'capital_diversificado')",[],capital_diversificado
"('CENTRO DE EDUCACION EXTRAESCOLAR CEEX EDUCANDO MI PAIS', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA NORMAL DE MAESTRAS PARA PARVULOS ALFREDO CARRILLO RAMIREZ', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO BETHANIA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO BILINGUE VISTA HERMOSA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO VALLE VERDE', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO AMERICANO DE GUATEMALA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO POOLE TRENNERT', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO CARL ROGERS', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO SINIBALDI', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO TERRA NOVA', 'capital_diversificado')",[],capital_diversificado
"('LICEO CENTROAMERICANO', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA EXPERIMENTAL DE APLICACIONMIRON MUNOZ', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO GUATEMALTECO BILINGUE', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO LOS ANGELES', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVASANTA ROSITA', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO DE ALTO RENDIMIENTO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO VON HUMBOLDT', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO INTERAMERICANO', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO AUSTRIACO GUATEMALTECO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO BILINGUE LOURDES', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO EL SAGRADO CORAZON DE JESUS', 'capital_diversificado')",[],capital_diversificado
"('CENTRO ACADEMICO SANTA VICTORIA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO SUIZO AMERICANO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO VIENA GUATEMALTECO', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO APARICIO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 1', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO DE INFORMATICA SINAI', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MONTANO PORTAL LOS ALAMOS', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO PANAMERICANO', 'capital_diversificado')",[],capital_diversificado
"('LICEO CRISTIANO ROCA DE AYUDA', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO DEL NORTE', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO JUAN BAUTISTA ALBERDI', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO CONTINENTAL AMERICANO', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO PRIVADO DE VARONES Y ESCUELA PREPARATORIA ANEXA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO DEL PARQUE', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO CORPORATIVO COMERCIO', 'capital_diversificado')",[],capital_diversificado
"('LICEO FRANCO GUATEMALTECO', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO MIXTO EXDUCERE', 'capital_diversificado')",[],capital_diversificado
"('LICEO MIXTO EVANGELICOFUENTE DE ENSENANZA', 'capital_diversificado')",[],capital_diversificado
"('LICEO CRISTIANOBRASIL', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO EVANGELICO MARANATHA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO LLANO LARGO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO VILLA REAL ATLANTICO 1', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO TECNOLOGICO HOMBRE DE NAZARETH', 'capital_diversificado')",[],capital_diversificado
"('LICEO RICHARD STALLMAN', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO BAUTISTA SHALOM', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO INMACULADA CONCEPCION', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NACIONAL MIXTO DE EDUCACION DIVERSIFICADA SAN PASCUAL III', 'capital_diversificado')",[],capital_diversificado
"('LICEO SAN RAFAEL ARCANGEL', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO PARTICULAR MIXTOSAN RAFAEL', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO BUENA VISTA', 'capital_diversificado')",[],capital_diversificado
"('LICEO JUVENIL DE COMPUTACION C.S.S.', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO CRISTIANOPUEBLO DE DIOS', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO JUAN PABLO II', 'capital_diversificado')",[],capital_diversificado
"('LICEO CUMORAH PINOS', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO CRISTIANO FUENTE DEL EXITO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO EL CASTILLO', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO EXPERIMENTAL DE EDUCACION BASICAFE Y ALEGRIA NO. 5', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO EVANGELICO GILGAL', 'capital_diversificado')",[],capital_diversificado
"('LICEO PREUNIVERSITARIODR. NELSON MANDELA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO VALLE DE JESUS', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ', 'capital_diversificado')",[],capital_diversificado
"('LICEO CRISTIANO CIENCIA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO PARROQUIAL SANGRE DE CRISTO', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LA ESTANCIA', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ LA ESTANCIA', 'capital_diversificado')",[],capital_diversificado
"('LICEO CRISTIANO CIENCIA NO. 2', 'capital_diversificado')",[],capital_diversificado
"('LICEO EN COMPUTACIONSHOFAR', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTOSAN JUAN PABLO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO BELLO AMANECER 2', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO LOS OLIVOS DEL NORTE', 'capital_diversificado')",[],capital_diversificado
"('COLEGIOLOS OLIVOS DEL NORTE', 'capital_diversificado')",[],capital_diversificado
"('LICEO PSICOPEDAGOGICO DEL NORTE', 'capital_diversificado')",[],capital_diversificado
"('LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION', 'capital_diversificado')",[],capital_diversificado
"('LICEO TECNOLOGICO HOMBRE DE NAZARETH', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO MIXTO NOCTURNOEXDUCERE', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO INDIRA GANDHI', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO INTEGRAL GIRON ALFAROCEIGABACHILLERATO POR MADUREZ', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO JUVENTUD ACTIVA', 'capital_diversificado')",[],capital_diversificado
"('LICEO TECNICO.', 'capital_diversificado')",[],capital_diversificado
"('LICEO AMERICANO TECNOLOGICO EN COMPUTACION', 'capital_diversificado')",[],capital_diversificado
"('LICEO JUVENIL DE COMPUTACION C.S.S', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO SENDA DEL SABER', 'capital_diversificado')",[],capital_diversificado
"('LICEO MIXTO EVANGELICO FUENTE SAGRADA DEL SABER', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO JUVENIL BAUTISTA SHALOM', 'capital_diversificado')",[],capital_diversificado
"('LICEO PINARES', 'capital_diversificado')",[],capital_diversificado
"('LICEO AMERICANO TECNOLOGICO DE COMPUTACION', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO PRIVADO MIXTO EN COMPUTACION FERMAT', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO PRIVADO MIXTO EN COMPUATCION FERMAT', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO PRIVADO MIXTO EN COMPUTACION FERMAT POR MADUREZ', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA ALTERNATIVA LUZ Y ESPERANZA /GRUPO CEIBA', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO LANCASTERIANO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO LA EDUCACION', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO CRISTIANO AVIVAMIENTO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO NUESTRA SENORA DE LOS MEDALLA MILAGROSA', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA JORNADA NOCTURNA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACION KAIROS', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO EVANGELICO MIXTO INNOVADOR', 'capital_diversificado')",[],capital_diversificado
"('LICEO COMERCIAL TECNOLOGICO EL RODEO', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NUMERO 2', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO EDUCATIVOLICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 1', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 2', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO EDUCATIVOLICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO SAN PEDRO DAMIAN', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO CRISTIANOFUENTE DE VIDA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO PRIVADO MIXTO BELEN', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO EVANGELICO MIXTO INTEGRAL', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NACIONAL DE EDUCACION BASICA, JORNADA NOCTURNA', 'capital_diversificado')",[],capital_diversificado
"('LICEO TECNICO SAN JUAN', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO NUESTRA SENORA DE LA MEDALLA MILAGROSA', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO MIXTO GUATEMALTECO ISRAELI', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NUESTRA CULTURA', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO PROFESOR EFRAIN URIZAR LEAL LA EDUCACION', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO TECNOLOGICO INDUSTRIAL', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO EXPERIMENTAL DE EDUCACION MEDIA SIMON BOLIVAR', 'capital_diversificado')",[],capital_diversificado
"('LICEO MIXTO CRISTIANO ISRAEL, SOCIEDAD ANONIMA', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSENANZARAMIRO DE LEON CARPIO', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO DEMOSOFT', 'capital_diversificado')",[],capital_diversificado
"('INED METROPOLITANO DEL SUR', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO AMANECER JUVENIL', 'capital_diversificado')",[],capital_diversificado
"('CENTRO EDUCATIVO PROYECTO 70/7', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO MIXTO PRIVADO INDUSTRIAL ISRAEL', 'capital_diversificado')",[],capital_diversificado
"('CENTRO MIXTO EDUCATIVO EMILENO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO OSORIO SANDOVAL', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO BILINGUE JUVENIL AMERICANO', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO MIXTO BILINGUE SENDERO DE LUZ', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA NACIONAL DE FORMACION SECRETARIAL NO. 4', 'capital_diversificado')",[],capital_diversificado
"('COLEGIO CAN EK ITZA', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NACIONAL DIVERSIFICADO LICENCIADA CELIA MARGARITA BALLESTEROS SOLARES', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA NORMAL RURAL NO. 1PEDRO MOLINA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO MIXTOSANTA ANA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIOJOSE SIMEON CANAS Y VILLACORTA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO EVANGELICO AMERICA LATINA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO EVANGELICO MIXTO AMERICA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('TECNOLOGICO PREUNIVERSITARIO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO TECNICO INDUSTRIAL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO TECNOLOGICO CHIMALTECO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES LEONIDAS MENCOS AVILA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVAPROF. MIGUEL ANGEL FRANCISCO JUAREZ PEREZ', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO CRISTIANONATANAEL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('ESCUELA NORMAL DE EDUCACION FISICA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA DR. PEDRO MOLINA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 C.E.T.A.CH. NO. 2', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE ESTUDIOS TECNICOS AVANZADOS DE CHIMALTENANGO NO. 2 C E T A CH NO 2', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO MIXTOSANTA TERESITA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO NUEVA GENERACION', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGOC.E.T.A.CH.', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO BLESS', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO MIXTO TECNOLOGICO CENTRALCIUDAD DE LOS ESCUDOS', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE ESTUDIOS INTEGRADOS CEI', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO MENBEN', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 C E T A CH NO 2', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO INTEGRAL CIENTIFICO EN COMPUTACION', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO CRISTIANO HISPANOAMERICANO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO SAGRADA ESPERANZA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO CIENTIFICO TECNOLOGICOENGADI', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO CRISTIANO VERBO CHIMALTENANGO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO CHIMALTECO DE EDUCACION INTEGRAL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO EN CIENCIA Y TECNOLOGIA DE OCCIDENTE', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO CRISTIANO CATOLICO JUAN PABLO II', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO NIMALAJ KAQCHIKEL AMAQ TIJOBAL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA PEM. AURA MARINA SOCOY QUELEX', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE EDUCACION EXTRAESCOLAR CEEX SABIDURIA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('ESCUELA NORMAL BILINGUE INTERCULTURALRUKUX WAQXAQI QANILESENCIA DE LAS OCHO SEMILLAS', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO EVANGELICO BILINGUEESCORBAN', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO GABRIEL G&R', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO EDUCATIVO MONTE CRISTO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE EDUCACION EXTRAESCOLAR MI ESPECIAL TESORO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO ROBINSON', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO DE EDUCACION MEDIALA ESPERANZA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO DEL FUTURO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO EDUCATIVO LA ESCUELA EN SU CASA CHIMALTENANGO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE EDUCACION EXTRAESCOLAR CEEX DEPARTAMENTAL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO CRISTIANOAGUA DE VIDA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO CRISTIANO INTERNACIONAL MISIONEROLOS ROBLES', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE ESTUDIOS INTEGRADOSCEI', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO CATOLICOEL SAGRADO CORAZON DE JESUS', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO PRIVADO DE COMPUTACION INFORMATICA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO CIENTIFICO INTEGRAL RENACIMIENTO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO C.E.T.A.CH.', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INST. PRIVADO MIXTO DE EDUC. DIVERSIFICADA COLEGIO EN COMPUTACION  E & B', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO SANTA ANA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO PREUNIVERSITARIO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO LICEO INTEGRAL CIENTIFICO EN COMPUTACION', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO EVANGELICO MIXTO ALPHA Y OMEGA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO EDUCATIVO WASHINGTON', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO EDUCATIVO CON ORIENTACION VOCACIONAL Y OCUPACIONAL POPO WUJ', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO APLICADO EN COMPUTACION', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO BASICO DE SALUD LIC. CONCEPCION SOLIS IRIARTE', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ ASECSA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIOMARIA INMACULADA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('ESCUELA NORMAL DE EDUCACION BILINGUE INTERCULTURAL RUK U X WAQXAQI Q ANIL ESENCIA DE LAS OCHO SEMILLAS', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO MESOAMERICANO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO TECNOLOGICO BILINGUE CUAUHTEMALLAN DE CHIMALTENANGO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO CIENTIFICO INTEGRAL RENACIMIENTOMADUREZ', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('ESCUELA NORMAL BILINGUE INTERCULTURAL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES MILENIUM', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO CATOLICO EL SAGRADO CORAZON DE JESUS', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('ESCUELA NACIONAL DE FORMACION SECRETARIAL ADSCRITA A LA ESCUELA NACIONAL DE CIENCIAS COMERCIALES LEONIDAS MENCOS AVILA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO INTEGRAL CHIMALTECO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('ESCUELA DE CIENCIAS ECONOMICO CONTABLES Y COMERCIALES DR. JUAN JOSE AREVALO BERMEJO', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO EDUCATIVO CAMINEMOS JUNTOS', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('COLEGIO INTEGRAL SANTA MONICA CISMA', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO EDUCATIVO INTERCULTURAL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADAPOAQUIL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('INSTITUTO MIXTO BILINGUE INTERCULTURALSAN JOSE POAQUIL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('LICEO EVANGELICO SALEM', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
"('CENTRO EDUCATIVO MAYA COMUNITARIOOXLAJUJ QANIL', 'chimaltenango_diversificado')",[],chimaltenango_diversificado
